NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	119	0.47592026	2.263869	0.0	0.0	0.0	2981	tags=43%, list=19%, signal=53%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	50	0.5671146	2.2470777	0.0	0.0	0.0	3093	tags=52%, list=20%, signal=65%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	81	0.4741283	2.0836184	0.0	0.0	0.0	4115	tags=47%, list=26%, signal=63%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	57	0.42555964	1.7440488	0.0018621974	0.007480938	0.029	2877	tags=39%, list=18%, signal=47%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	51	0.42162845	1.6742944	0.0038314175	0.011099862	0.054	4781	tags=55%, list=31%, signal=79%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	119	0.33904502	1.5859269	0.0038095238	0.027319435	0.151	3696	tags=36%, list=24%, signal=47%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	90	0.3162543	1.4186105	0.03046595	0.10018184	0.496	4599	tags=49%, list=29%, signal=69%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	132	0.29566783	1.4130492	0.027472528	0.093575284	0.52	4784	tags=49%, list=31%, signal=70%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	138	0.28134292	1.3387398	0.04477612	0.154813	0.765	5562	tags=51%, list=36%, signal=78%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	89	0.2896412	1.2911052	0.073800735	0.20230995	0.876	4588	tags=45%, list=29%, signal=63%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	34	0.35451013	1.2902572	0.12310606	0.18524761	0.876	2177	tags=29%, list=14%, signal=34%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	164	0.2583656	1.283671	0.039399624	0.17866962	0.888	3511	tags=27%, list=22%, signal=35%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	81	0.2867522	1.2625203	0.10331384	0.19277756	0.915	4601	tags=43%, list=29%, signal=61%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	89	0.26108447	1.154219	0.19489981	0.38113472	0.996	4866	tags=43%, list=31%, signal=62%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	168	0.23353866	1.1520435	0.1780303	0.3614739	0.997	4081	tags=33%, list=26%, signal=45%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	133	0.23433195	1.1174333	0.1928839	0.41840214	0.999	4369	tags=38%, list=28%, signal=52%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	167	0.21984129	1.0991808	0.24812031	0.43813702	1.0	4327	tags=35%, list=28%, signal=47%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	101	0.2411078	1.0904241	0.2725528	0.43613955	1.0	5238	tags=50%, list=33%, signal=74%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	110	0.23350708	1.082974	0.29608938	0.42966482	1.0	3053	tags=27%, list=19%, signal=34%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	117	0.2187819	1.0305915	0.38653848	0.5431662	1.0	4693	tags=37%, list=30%, signal=52%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		111	0.2142973	0.99035776	0.48094374	0.62701535	1.0	4083	tags=34%, list=26%, signal=46%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		97	0.20810947	0.94384056	0.5714286	0.73313427	1.0	5150	tags=41%, list=33%, signal=61%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		163	0.1790086	0.88166547	0.7458256	0.8798618	1.0	4859	tags=37%, list=31%, signal=54%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		82	0.19353743	0.845628	0.76603776	0.9313869	1.0	3491	tags=24%, list=22%, signal=31%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		125	0.17718685	0.84008414	0.8244973	0.90724844	1.0	3411	tags=22%, list=22%, signal=28%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		148	0.16223954	0.78507745	0.9372694	0.9689128	1.0	5635	tags=43%, list=36%, signal=67%	
