NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	140	-0.53906214	-2.6579735	0.0	0.0	0.0	3923	tags=66%, list=25%, signal=87%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	152	-0.5115599	-2.557697	0.0	0.0	0.0	3877	tags=59%, list=25%, signal=77%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	167	-0.34251243	-1.7291515	0.0	0.010445636	0.034	4148	tags=42%, list=26%, signal=56%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	156	-0.312571	-1.563368	0.0021978023	0.032642286	0.131	3714	tags=40%, list=24%, signal=52%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	161	-0.30455723	-1.5509167	0.0	0.028912086	0.145	4970	tags=44%, list=32%, signal=64%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	135	-0.3151155	-1.5254728	0.0084566595	0.03321943	0.189	3627	tags=33%, list=23%, signal=43%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	28	-0.42825738	-1.505629	0.03285421	0.033307385	0.22	4380	tags=57%, list=28%, signal=79%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	147	-0.26007256	-1.2738215	0.04496788	0.2176663	0.831	3758	tags=33%, list=24%, signal=43%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	119	-0.26339385	-1.2564626	0.06382979	0.22220188	0.874	3642	tags=31%, list=23%, signal=40%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	163	-0.23716988	-1.1829344	0.12638581	0.33883196	0.977	3795	tags=31%, list=24%, signal=40%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	146	-0.21385606	-1.0618787	0.30786026	0.64850056	1.0	4238	tags=33%, list=27%, signal=45%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	35	-0.28884855	-1.0594832	0.33469388	0.601837	1.0	3390	tags=31%, list=22%, signal=40%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	156	-0.2014717	-1.0014911	0.48106903	0.75619256	1.0	4184	tags=30%, list=27%, signal=41%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	174	-0.18265925	-0.9211984	0.6928105	1.0	1.0	4237	tags=29%, list=27%, signal=40%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	164	-0.18125829	-0.90350085	0.73041475	0.9977193	1.0	3961	tags=27%, list=25%, signal=36%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	171	-0.16666827	-0.8403394	0.89261746	1.0	1.0	2103	tags=13%, list=13%, signal=15%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	43	-0.21481441	-0.82475483	0.7604167	1.0	1.0	3981	tags=35%, list=25%, signal=47%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	33	-0.21369648	-0.790017	0.8115942	1.0	1.0	4882	tags=42%, list=31%, signal=62%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	153	-0.14992449	-0.7485442	0.97494304	1.0	1.0	3233	tags=20%, list=21%, signal=25%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	27	-0.21362798	-0.7475746	0.8614072	1.0	1.0	3232	tags=22%, list=21%, signal=28%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		46	-0.18292758	-0.72498137	0.9206349	1.0	1.0	2819	tags=22%, list=18%, signal=26%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		36	-0.17428517	-0.65378135	0.93849206	0.9875823	1.0	952	tags=8%, list=6%, signal=9%	
