NAME	TITLE	SCORE	
SPATA48	NA	1.1503898	
LOC115599233	NA	0.9751177	
LOC115599607	NA	0.9671992	
OSCP1	NA	0.9601045	
LHX4	NA	0.9552089	
LOC115599991	NA	0.90590835	
ZDHHC1	NA	0.8740784	
TRNAA-UGC_3	NA	0.85681033	
LOC103534920	NA	0.85560095	
LOC115597796	NA	0.842458	
TRNAY-GUA_2	NA	0.83639246	
SLC66A3	NA	0.83148384	
LOC115599432	NA	0.82593864	
LOC115600286	NA	0.8229325	
LOC115600259	NA	0.81122756	
LOC103526266	NA	0.8096971	
LOC115598798	NA	0.80947787	
TENT5D	NA	0.807134	
SNAPC5	NA	0.802636	
LOC103527218	NA	0.7892286	
LOC115599494	NA	0.7847996	
BTBD17	NA	0.77551293	
MAP10	NA	0.7708754	
LOC115598891	NA	0.7624966	
LITAF	NA	0.7623014	
LOC115597909	NA	0.75795704	
SOAT1	NA	0.7558431	
LOC103525545	NA	0.7528164	
TEKT5	NA	0.75223756	
LOC103529425	NA	0.73304355	
TLX1	NA	0.722951	
TMEM156	NA	0.7202948	
LOC115598445	NA	0.71873647	
LAG3	NA	0.71836567	
ANAPC4	NA	0.7149772	
SH2D1B	NA	0.71301144	
LOC115600460	NA	0.71277	
LOC115599326	NA	0.7098011	
ASCL4	NA	0.70769584	
LOC103525550	NA	0.70755863	
LOC115598482	NA	0.69913024	
SLC66A1L	NA	0.6905454	
GABRA5	NA	0.6843267	
LOC115598611	NA	0.68425244	
LOC115599362	NA	0.6836557	
LOC115598862	NA	0.6825072	
TTYH2	NA	0.6804437	
ALG1	NA	0.6787044	
LOC103528990	NA	0.67577815	
DDX27	NA	0.6737838	
LOC103536986	NA	0.67302996	
NEUROD6	NA	0.6711434	
LOC103528412	NA	0.6710973	
LOC115599819	NA	0.67063963	
KIF24	NA	0.6691388	
IMP3	NA	0.66879696	
SMAD1	NA	0.66427636	
NR5A1	NA	0.66232276	
TRNAR-ACG_2	NA	0.6621677	
LOC115600186	NA	0.6617677	
GRIP1	NA	0.6614253	
SUCLG2	NA	0.65924764	
CEP83	NA	0.6587172	
ADAMTS6	NA	0.65704906	
LOC103538995	NA	0.6567315	
LOC115598616	NA	0.65557116	
LOC115599015	NA	0.65523744	
LOC115600495	NA	0.6551976	
SYNDIG1L	NA	0.6545513	
GRM5	NA	0.65415287	
DNAJC5B	NA	0.6503812	
LOC115600200	NA	0.64976084	
CRYAA	NA	0.6437197	
LOC115600311	NA	0.6404572	
P2RY8	NA	0.6397546	
LOC115600471	NA	0.6391007	
CFAP70	NA	0.63761485	
ALK	NA	0.6367313	
LOC115599838	NA	0.6343659	
VPS50	NA	0.6339665	
CFAP36	NA	0.6311773	
LOC115600230	NA	0.62892103	
CD86	NA	0.6279818	
SAXO1	NA	0.6279507	
SEL1L	NA	0.6268233	
TRNAF-GAA_3	NA	0.62500256	
NCAPD3	NA	0.6241843	
