NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	132	0.46346396	2.2297232	0.0	0.0	0.0	3072	tags=43%, list=20%, signal=53%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	140	0.41642678	2.0947518	0.0	8.529412E-4	0.001	6983	tags=75%, list=45%, signal=134%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	90	0.39666858	1.8452908	0.0	0.0035462494	0.006	4670	tags=50%, list=30%, signal=71%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	156	0.35626352	1.7975852	0.0	0.0066675604	0.015	5600	tags=55%, list=36%, signal=85%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	97	0.3845283	1.7935765	0.003012048	0.006110834	0.017	4743	tags=47%, list=30%, signal=68%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	101	0.3819905	1.7724943	0.0	0.0069445996	0.022	1564	tags=34%, list=10%, signal=37%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	119	0.35872492	1.6919036	0.0	0.00910322	0.035	2278	tags=27%, list=15%, signal=31%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	81	0.3740059	1.6903166	0.0030864198	0.008224246	0.036	2473	tags=31%, list=16%, signal=36%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	117	0.33892027	1.6355348	0.0032786885	0.010035786	0.048	3981	tags=43%, list=25%, signal=57%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	57	0.38417852	1.6183083	0.011594203	0.011485402	0.059	2990	tags=35%, list=19%, signal=43%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	50	0.3755972	1.5315417	0.01604278	0.022778044	0.127	2826	tags=36%, list=18%, signal=44%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	167	0.28320438	1.4334215	0.003508772	0.05100373	0.274	2623	tags=26%, list=17%, signal=31%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	138	0.2649628	1.309625	0.04676259	0.120561026	0.575	3018	tags=29%, list=19%, signal=36%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	163	0.25176576	1.2742465	0.032846715	0.14744	0.675	3759	tags=34%, list=24%, signal=44%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	81	0.28066725	1.2722119	0.06865671	0.13982631	0.684	3293	tags=31%, list=21%, signal=39%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	111	0.25902435	1.2189107	0.0990099	0.19023581	0.821	3594	tags=32%, list=23%, signal=42%	
