NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ILF3	NA	246	0.1487753838300705	0.004112462	No	
row_1	DONSON	NA	417	0.13149194419384003	0.01080882	No	
row_2	CNOT9	NA	602	0.12036003172397614	0.015105236	No	
row_3	MSH2	NA	840	0.10793711245059967	0.014310288	No	
row_4	SYNCRIP	NA	1011	0.10009365528821945	0.016786866	No	
row_5	SRSF1	NA	1085	0.09733065217733383	0.025154619	No	
row_6	NUP205	NA	1150	0.09551467001438141	0.03385937	No	
row_7	GINS4	NA	1176	0.09441658109426498	0.04493446	No	
row_8	HUS1	NA	1387	0.08732610195875168	0.04311266	No	
row_9	MRE11	NA	1503	0.08443834632635117	0.04703615	No	
row_10	E2F8	NA	1527	0.08359812945127487	0.056786414	No	
row_11	SRSF2	NA	1658	0.08032487332820892	0.05918864	No	
row_12	TIPIN	NA	1709	0.07894523441791534	0.06657041	No	
row_13	RAD1	NA	1826	0.07627726346254349	0.06933252	No	
row_14	HMGB3	NA	1959	0.0731981098651886	0.07064782	No	
row_15	CCNE1	NA	2454	0.06377658993005753	0.04732549	No	
row_16	RAD50	NA	2597	0.06092149764299393	0.046345253	No	
row_17	RPA1	NA	2649	0.06013500690460205	0.051134452	No	
row_18	RAN	NA	2755	0.05813788250088692	0.0521689	No	
row_19	CHEK2	NA	2842	0.05681580305099487	0.054252345	No	
row_20	DUT	NA	3030	0.05397889018058777	0.049433768	No	
row_21	BRCA2	NA	3061	0.053570251911878586	0.054696493	No	
row_22	SMC6	NA	3274	0.05046601593494415	0.047791753	No	
row_23	HMGA1	NA	3346	0.04953907057642937	0.04986567	No	
row_24	XPO1	NA	3413	0.0485377311706543	0.052127823	No	
row_25	PSMC3IP	NA	3560	0.04641265049576759	0.048939418	No	
row_26	EIF2S1	NA	3702	0.0447685606777668	0.045852862	No	
row_27	MTHFD2	NA	3773	0.04387865960597992	0.04723061	No	
row_28	TMPO	NA	3912	0.042153894901275635	0.043986343	No	
row_29	PRKDC	NA	3931	0.04192836582660675	0.048459202	No	
row_30	IPO7	NA	3999	0.04088767617940903	0.04962866	No	
row_31	EED	NA	4098	0.039697591215372086	0.048636757	No	
row_32	RPA3	NA	4812	0.03188308700919151	0.006889024	No	
row_33	POLE	NA	4926	0.030760854482650757	0.0037276363	No	
row_34	PHF5A	NA	4960	0.030457468703389168	0.0056904303	No	
row_35	HELLS	NA	5078	0.029179899021983147	0.0020583223	No	
row_36	GSPT1	NA	5133	0.028560668230056763	0.0024103946	No	
row_37	PRPS1	NA	5172	0.028125237673521042	0.0037369383	No	
row_38	MYC	NA	5231	0.02761620655655861	0.003703832	No	
row_39	PRIM2	NA	5278	0.027066703885793686	0.0043716184	No	
row_40	WDR90	NA	5491	0.02464131824672222	-0.006003838	No	
row_41	PPM1D	NA	5558	0.02409621700644493	-0.00702651	No	
row_42	TUBG1	NA	5919	0.020261218771338463	-0.027545799	No	
row_43	LUC7L3	NA	6052	0.018737852573394775	-0.033549696	No	
row_44	NBN	NA	6125	0.01798776164650917	-0.035780687	No	
row_45	JPT1	NA	6154	0.017736753448843956	-0.035204686	No	
row_46	PPP1R8	NA	6157	0.017724864184856415	-0.032951675	No	
row_47	MELK	NA	6361	0.015647904947400093	-0.043954745	No	
row_48	CDKN1A	NA	6363	0.015646424144506454	-0.041916505	No	
row_49	EXOSC8	NA	6746	0.01145904790610075	-0.06503912	No	
row_50	RAD51AP1	NA	6810	0.010714602656662464	-0.06766654	No	
row_51	BARD1	NA	6839	0.010441595688462257	-0.06807097	No	
row_52	RFC2	NA	6840	0.01041308231651783	-0.0666715	No	
row_53	XRCC6	NA	6866	0.010118833743035793	-0.06692562	No	
row_54	PAN2	NA	6876	0.010031023062765598	-0.06615856	No	
row_55	UBR7	NA	6971	0.008942939341068268	-0.0710255	No	
row_56	RAD21	NA	6987	0.008702225051820278	-0.070824385	No	
row_57	AK2	NA	6988	0.00868869386613369	-0.06965667	No	
row_58	NOP56	NA	7021	0.008311880752444267	-0.070605576	No	
row_59	CCP110	NA	7049	0.007976328022778034	-0.07127677	No	
row_60	TK1	NA	7095	0.007521378807723522	-0.07317121	No	
row_61	POLD3	NA	7107	0.00736008957028389	-0.072892234	No	
row_62	ZW10	NA	7139	0.006900922395288944	-0.073966205	No	
row_63	GINS3	NA	7184	0.00638614920899272	-0.07594866	No	
row_64	ORC2	NA	7187	0.006359898950904608	-0.07522305	No	
row_65	CSE1L	NA	7196	0.006208610720932484	-0.074905135	No	
row_66	PA2G4	NA	7406	0.003719695843756199	-0.08789867	No	
row_67	RANBP1	NA	7452	0.0033319175709038973	-0.09035616	No	
row_68	RACGAP1	NA	7682	6.740684038959444E-4	-0.10505026	No	
row_69	PMS2	NA	8002	-0.002904603024944663	-0.12525515	No	
row_70	UNG	NA	8082	-0.0037238600198179483	-0.12985508	No	
row_71	ESPL1	NA	8154	-0.004545322619378567	-0.1338281	No	
row_72	NASP	NA	8324	-0.006561723072081804	-0.14385721	No	
row_73	MMS22L	NA	8344	-0.006824260577559471	-0.14416674	No	
row_74	DCLRE1B	NA	8348	-0.006874864920973778	-0.14343648	No	
row_75	SMC4	NA	8436	-0.007684777956455946	-0.14802057	No	
row_76	CDKN1B	NA	8726	-0.011073485016822815	-0.16519074	No	
row_77	CDKN3	NA	8743	-0.01120375469326973	-0.164718	No	
row_78	MXD3	NA	8847	-0.012409978546202183	-0.16970004	No	
row_79	ANP32E	NA	8941	-0.01346652489155531	-0.17389446	No	
row_80	ORC6	NA	8978	-0.013994402252137661	-0.17433792	No	
row_81	CDC25A	NA	9068	-0.015101037919521332	-0.17805442	No	
row_82	CDKN2C	NA	9182	-0.016347337514162064	-0.18315291	No	
row_83	EZH2	NA	9214	-0.016722137108445168	-0.18290697	No	
row_84	KPNA2	NA	9216	-0.01674625650048256	-0.18072091	No	
row_85	PTTG1	NA	9224	-0.01683996617794037	-0.17890963	No	
row_86	TIMELESS	NA	9338	-0.018240198493003845	-0.18375374	No	
row_87	NCAPD2	NA	9359	-0.018483322113752365	-0.1825609	No	
row_88	CENPE	NA	9397	-0.01897209696471691	-0.18239994	No	
row_89	PNN	NA	9513	-0.020133178681135178	-0.18711875	No	
row_90	CIT	NA	9659	-0.021812263876199722	-0.19354878	No	
row_91	MAD2L1	NA	9688	-0.022313110530376434	-0.19235773	No	
row_92	CDCA8	NA	9694	-0.02237015962600708	-0.18967411	No	
row_93	BIRC5	NA	9842	-0.02411714568734169	-0.19592348	Yes	
row_94	USP1	NA	9876	-0.024473831057548523	-0.19476485	Yes	
row_95	KIF2C	NA	9880	-0.024540435522794724	-0.19166042	Yes	
row_96	MKI67	NA	9883	-0.02455952763557434	-0.18848887	Yes	
row_97	NUP107	NA	9914	-0.024825891479849815	-0.18708925	Yes	
row_98	NOLC1	NA	10011	-0.02611735090613365	-0.18977715	Yes	
row_99	SNRPB	NA	10022	-0.02621733769774437	-0.18689927	Yes	
row_100	RFC1	NA	10027	-0.026266593486070633	-0.18362743	Yes	
row_101	DEK	NA	10047	-0.02653753012418747	-0.18128759	Yes	
row_102	LBR	NA	10054	-0.026625454425811768	-0.17809662	Yes	
row_103	SHMT1	NA	10136	-0.02766207791864872	-0.17960848	Yes	
row_104	DEPDC1	NA	10168	-0.028135215863585472	-0.17782867	Yes	
row_105	TOP2A	NA	10232	-0.028777478262782097	-0.17802851	Yes	
row_106	CDCA3	NA	10245	-0.028934510424733162	-0.1749146	Yes	
row_107	KIF4A	NA	10261	-0.02918628603219986	-0.17196053	Yes	
row_108	RPA2	NA	10326	-0.029928945004940033	-0.17207019	Yes	
row_109	TFRC	NA	10361	-0.030441857874393463	-0.17017405	Yes	
